State Postal Code,State FIPS,District ID Number,School District Name,County Names,County FIPS
AR,05,04560,Concord Public Schools,Stone County,137
AR,05,04590,Conway Public Schools,Faulkner County,045
AR,05,00009,Corning Public Schools,Clay County,021
AR,05,00009,Corning Public Schools,Randolph County,121
AR,05,00405,Cossatot River School District,Howard County,061
AR,05,00405,Cossatot River School District,Polk County,113
AR,05,00405,Cossatot River School District,Sevier County,133
AR,05,04680,Cotter School District,Baxter County,005
AR,05,04740,County Line School District,Franklin County,047
AR,05,04740,County Line School District,Logan County,083
AR,05,07740,Cross County School District,Cross County,037
AR,05,07740,Cross County School District,Poinsett County,111
AR,05,07740,Cross County School District,Woodruff County,147
AR,05,04800,Crossett School District,Ashley County,003
AR,05,04860,Cutter-Morning Star School District,Garland County,051
AR,05,04890,Danville School District,Yell County,149
AR,05,04930,Dardanelle Public Schools,Conway County,029
AR,05,04930,Dardanelle Public Schools,Logan County,083
AR,05,04930,Dardanelle Public Schools,Yell County,149
AR,05,00049,De Queen School District,Polk County,113
AR,05,00049,De Queen School District,Sevier County,133
AR,05,00001,DeWitt School District,Arkansas County,001
AR,05,00001,DeWitt School District,Jefferson County,069
AR,05,04980,Decatur School District,Benton County,007
AR,05,00072,Deer/Mount Judea School District,Johnson County,071
AR,05,00072,Deer/Mount Judea School District,Newton County,101
AR,05,05170,Dermott School District,Chicot County,017
AR,05,05170,Dermott School District,Desha County,041
AR,05,05170,Dermott School District,Drew County,043
AR,05,05190,Des Arc Public Schools,Lonoke County,085
AR,05,05190,Des Arc Public Schools,Prairie County,117
AR,05,05340,Dierks School District,Howard County,061
AR,05,05340,Dierks School District,Pike County,109
AR,05,05340,Dierks School District,Sevier County,133
AR,05,05430,Dover School District,Johnson County,071
AR,05,05430,Dover School District,Pope County,115
AR,05,05470,Drew Central School District,Desha County,041
AR,05,05470,Drew Central School District,Drew County,043
AR,05,05500,Dumas School District,Desha County,041
AR,05,05500,Dumas School District,Drew County,043
AR,05,05500,Dumas School District,Lincoln County,079
AR,05,05550,Earle School District,Crittenden County,035
AR,05,05550,Earle School District,Cross County,037
AR,05,05580,East End School District,Perry County,105
AR,05,05580,East End School District,Pulaski County,119
AR,05,00048,East Poinsett County School District,Mississippi County,093
AR,05,00048,East Poinsett County School District,Poinsett County,111
AR,05,05680,El Dorado School District,Union County,139
AR,05,05760,Elkins School District,Washington County,143
AR,05,00068,Emerson-Taylor-Bradley School District,Columbia County,027
AR,05,00068,Emerson-Taylor-Bradley School District,Lafayette County,073
AR,05,05850,England School District,Lonoke County,085
AR,05,05970,Eureka Springs School District,Carroll County,015
AR,05,06090,Farmington School District,Washington County,143
AR,05,06120,Fayetteville School District,Washington County,143
AR,05,06150,Flippin School District,Marion County,089
AR,05,06210,Fordyce School District,Calhoun County,013
AR,05,06210,Fordyce School District,Dallas County,039
AR,05,06240,Foreman School District,Little River County,081
AR,05,06270,Forrest City School District,St. Francis County,123
AR,05,06330,Fort Smith Public Schools,Sebastian County,131
AR,05,06360,Fouke School District,Miller County,091
AR,05,06420,Fountain Lake School District,Garland County,051
AR,05,06420,Fountain Lake School District,Saline County,125
AR,05,04110,Genoa Central School District,Miller County,091
AR,05,06540,Gentry Public Schools,Benton County,007
AR,05,06630,Glen Rose School District,Hot Spring County,059
AR,05,06630,Glen Rose School District,Saline County,125
AR,05,00029,Gosnell School District,Mississippi County,093
AR,05,06840,Gravette School District,Benton County,007
AR,05,06870,Green Forest School District,Carroll County,015
AR,05,06900,Greenbrier School District,Conway County,029
AR,05,06900,Greenbrier School District,Faulkner County,045
AR,05,13080,Greene County Technical School District,Clay County,021
AR,05,13080,Greene County Technical School District,Craighead County,031
AR,05,13080,Greene County Technical School District,Greene County,055
AR,05,13080,Greene County Technical School District,Randolph County,121
AR,05,06930,Greenland Public Schools,Washington County,143
AR,05,06990,Greenwood School District,Sebastian County,131
AR,05,07110,Gurdon School District,Clark County,019
AR,05,07140,Guy-Perkins Schools,Faulkner County,045
AR,05,07170,Hackett Public Schools,Sebastian County,131
AR,05,00042,Hamburg School District,Ashley County,003
AR,05,00042,Hamburg School District,Chicot County,017
AR,05,00042,Hamburg School District,Drew County,043
AR,05,07230,Hampton School District,Calhoun County,013
AR,05,07290,Harmony Grove School District,Clark County,019
AR,05,07290,Harmony Grove School District,Dallas County,039
AR,05,07290,Harmony Grove School District,Ouachita County,103
AR,05,07320,Harmony Grove School District,Saline County,125
AR,05,07350,Harrisburg School District,Poinsett County,111
AR,05,07380,Harrison School District,Boone County,009
AR,05,07380,Harrison School District,Newton County,101
AR,05,07530,Hazen School District,Prairie County,117
AR,05,07560,Heber Springs School District,Cleburne County,023
AR,05,07620,Hector School District,Pope County,115
AR,05,07620,Hector School District,Searcy County,129
AR,05,07680,Helena-West Helena School District,Phillips County,107
AR,05,07710,Hermitage School District,Bradley County,011
AR,05,07770,Highland School District,Fulton County,049
AR,05,07770,Highland School District,Izard County,065
AR,05,07770,Highland School District,Sharp County,135
AR,05,00071,Hillcrest School District,Independence County,063
AR,05,00071,Hillcrest School District,Lawrence County,075
AR,05,00071,Hillcrest School District,Sharp County,135
AR,05,07840,Hope School District,Hempstead County,057
AR,05,07860,Horatio School District,Little River County,081
AR,05,07860,Horatio School District,Sevier County,133
AR,05,07890,Hot Springs School District,Garland County,051
AR,05,07990,Hoxie School District,Lawrence County,075
AR,05,08130,Huntsville School District,Franklin County,047
AR,05,08130,Huntsville School District,Madison County,087
AR,05,00021,Izard Cty Consolidated Schools,Izard County,065
AR,05,13230,Jackson County School District,Jackson County,067
AR,05,13230,Jackson County School District,Poinsett County,111
AR,05,00419,Jacksonville North Pulaski School District,Lonoke County,085
AR,05,00419,Jacksonville North Pulaski School District,Pulaski County,119
AR,05,08240,Jasper School District,Carroll County,015
AR,05,08240,Jasper School District,Franklin County,047
AR,05,08240,Jasper School District,Johnson County,071
AR,05,08240,Jasper School District,Madison County,087
AR,05,08240,Jasper School District,Newton County,101
AR,05,07920,Jessieville School District,Garland County,051
AR,05,07920,Jessieville School District,Saline County,125
AR,05,08280,Jonesboro Public Schools,Craighead County,031
AR,05,08340,Junction City School District,Union County,139
AR,05,08490,Kirby School District,Pike County,109
AR,05,00065,Lafayette County School District,Columbia County,027
AR,05,00065,Lafayette County School District,Lafayette County,073
AR,05,00065,Lafayette County School District,Miller County,091
AR,05,00065,Lafayette County School District,Nevada County,099
AR,05,08610,Lake Hamilton School District,Garland County,051
AR,05,08640,Lakeside School District,Ashley County,003
AR,05,08640,Lakeside School District,Chicot County,017
AR,05,08670,Lakeside School District,Garland County,051
AR,05,08700,Lamar School District,Johnson County,071
AR,05,08700,Lamar School District,Pope County,115
AR,05,08730,Lavaca Public Schools,Sebastian County,131
AR,05,00082,Lawrence County School District,Lawrence County,075
AR,05,03420,Lead Hill School District,Boone County,009
AR,05,03420,Lead Hill School District,Marion County,089
AR,05,09360,Lee County School District,Lee County,077
AR,05,08940,Lincoln School District,Washington County,143
AR,05,09000,Little Rock School District,Pulaski County,119
AR,05,09060,Lonoke School District,Lonoke County,085
AR,05,09150,Magazine Schools,Logan County,083
AR,05,09190,Magnet Cove School District,Garland County,051
AR,05,09190,Magnet Cove School District,Hot Spring County,059
AR,05,00044,Magnolia School District,Columbia County,027
AR,05,09240,Malvern Special School District,Cleveland County,025
AR,05,09240,Malvern Special School District,Dallas County,039
AR,05,09240,Malvern Special School District,Hot Spring County,059
AR,05,09270,Mammoth Spring Schools,Fulton County,049
AR,05,09270,Mammoth Spring Schools,Randolph County,121
AR,05,09270,Mammoth Spring Schools,Sharp County,135
AR,05,00046,Manila School District,Mississippi County,093
AR,05,09330,Mansfield School District,Logan County,083
AR,05,09330,Mansfield School District,Scott County,127
AR,05,09330,Mansfield School District,Sebastian County,131
AR,05,09390,Marion School District,Crittenden County,035
AR,05,09420,Marked Tree School District,Poinsett County,111
AR,05,00016,Marmaduke School District,Greene County,055
AR,05,09510,Marvell School District,Desha County,041
AR,05,09510,Marvell School District,Monroe County,095
AR,05,09510,Marvell School District,Phillips County,107
AR,05,09540,Mayflower School District,Faulkner County,045
AR,05,09570,Maynard School District,Randolph County,121
AR,05,09600,McCrory School District,Woodruff County,147
AR,05,09630,McGehee School District,Desha County,041
AR,05,09630,McGehee School District,Drew County,043
AR,05,09720,Melbourne School District,Izard County,065
AR,05,09720,Melbourne School District,Sharp County,135
AR,05,09750,Mena Public Schools,Polk County,113
AR,05,00020,Midland School District,Cleburne County,023
AR,05,00020,Midland School District,Independence County,063
AR,05,00020,Midland School District,White County,145
AR,05,09780,Mineral Springs School District,Hempstead County,057
AR,05,09780,Mineral Springs School District,Howard County,061
AR,05,09780,Mineral Springs School District,Little River County,081
AR,05,09780,Mineral Springs School District,Sevier County,133
AR,05,09840,Monticello School District,Drew County,043
AR,05,09990,Mount Ida School District,Garland County,051
AR,05,09990,Mount Ida School District,Montgomery County,097
AR,05,10080,Mount Vernon-Enola School District,Faulkner County,045
AR,05,10080,Mount Vernon-Enola School District,White County,145
AR,05,00043,Mountain Home School District,Baxter County,005
AR,05,00043,Mountain Home School District,Marion County,089
AR,05,10170,Mountain Pine School District,Garland County,051
AR,05,10200,Mountain View School District,Baxter County,005
AR,05,10200,Mountain View School District,Searcy County,129
AR,05,10200,Mountain View School District,Stone County,137
AR,05,10260,Mountainburg Schools,Crawford County,033
AR,05,10290,Mulberry School District,Crawford County,033
AR,05,10290,Mulberry School District,Franklin County,047
AR,05,10380,Nashville School District,Hempstead County,057
AR,05,10380,Nashville School District,Howard County,061
AR,05,10380,Nashville School District,Pike County,109
AR,05,10410,Nemo Vista School District,Conway County,029
AR,05,10440,Nettleton School District,Craighead County,031
AR,05,00030,Nevada School District,Nevada County,099
AR,05,00030,Nevada School District,Ouachita County,103
AR,05,00023,Newport School District,Jackson County,067
AR,05,10560,Norfork Schools,Baxter County,005
AR,05,10680,North Little Rock School District,Pulaski County,119
AR,05,10920,Omaha School District,Boone County,009
AR,05,10950,Osceola School District,Mississippi County,093
AR,05,00073,Ouachita River School District,Montgomery County,097
AR,05,00073,Ouachita River School District,Polk County,113
AR,05,00073,Ouachita River School District,Scott County,127
AR,05,10980,Ouachita School District,Hot Spring County,059
AR,05,00076,Ozark Mountain School District,Marion County,089
AR,05,00076,Ozark Mountain School District,Newton County,101
AR,05,00076,Ozark Mountain School District,Searcy County,129
AR,05,11010,Ozark School District,Franklin County,047
AR,05,11010,Ozark School District,Johnson County,071
AR,05,00051,Palestine-Wheatley School District,Monroe County,095
AR,05,00051,Palestine-Wheatley School District,St. Francis County,123
AR,05,11070,Pangburn School District,Cleburne County,023
AR,05,11070,Pangburn School District,White County,145
AR,05,00017,Paragould School District,Greene County,055
AR,05,11130,Paris School District,Logan County,083
AR,05,11220,Parkers Chapel School District,Union County,139
AR,05,03030,Pea Ridge School District,Benton County,007
AR,05,11340,Perryville School District,Conway County,029
AR,05,11340,Perryville School District,Perry County,105
AR,05,11370,Piggott School District,Clay County,021
